"BehaviorSpace results (NetLogo 6.2.2)"
"Core_Housing_Model.nlogo"
"baseline"
"01/17/2022 22:21:24:266 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","reliance-on-network","fixed-distr-social-housing","income-socially-influenced?","hide-links?","number","clustered-social-housing","minimum-score-upper","social-housing?","minimum-score-working","different-district-colours?","number-socialhousing","minimum-score-middle","[step]","segregation_working_obj ;;average segregation measure for the working class based on distribution of turtles of the same class in neighboring patches","segregation_middle_obj ;;average segregation measure for the middle class based on distribution of turtles of the same class in neighboring patches","segregation_upper_obj ;;average segregation measure for the upper class based on distribution of turtles of the same class in neighboring patches","segregation_working_norm ;;average segregation measure for the working class based on distance to greeneries and services","segregation_middle_norm ;;average segregation measure for the middle class based on distance to greeneries and services","segregation_upper_norm ;;average segregation measure for the upper class based on distance to greeneries and services","total-working","total-middle","total-upper","working-district-1","working-district-2","working-district-3","working-district-4","working-periphery","working-centre","middle-district-1","middle-district-2","middle-district-3","middle-district-4","middle-periphery","middle-centre","upper-district-1","upper-district-2","upper-district-3","upper-district-4","upper-periphery","upper-centre","working-avg-distance-services","middle-avg-distance-services","upper-avg-distance-services","working-avg-distance-green","middle-avg-distance-green","upper-avg-distance-green","percent-cannot-afford","percent-unhappy","min-income","max-income","mean-income","std-income","min-wealth","max-wealth","avg-wealth","std-wealth","min-houseprice","max-houseprice","avg-houseprice","std-houseprice"
"3","50","true","false","true","1600","true","65","false","40","false","350","55","76","6.543071161048689","5.033771106941838","5.607879924953096","0","0","0","534","533","533","74","44","58","58","300","234","147","114","119","64","89","444","82","121","140","152","38","495","5.1719993945491405","4.831838952678133","4.557918851783554","5.308554375708208","5.10708445511368","4.787341405920814","5.75","6.75","160","10361","2271.39875","1523.879232730042","0","43553","3415.72","4279.971092273193","147","9652","2165.55245603396","1537.9191586093884"
"3","50","true","false","true","1600","true","65","false","40","false","350","55","77","6.546816479400749","5.078799249530957","5.682926829268292","0","0","0","534","533","533","76","44","55","59","300","234","151","109","120","62","91","442","80","123","142","152","36","497","5.159071364548844","4.862333403724268","4.550214579665627","5.336852121675137","5.098507680640334","4.780327646312347","5.75","6.812500000000001","160","10392","2278.19625","1528.4672470531564","0","44238","3454.76625","4346.066811015981","149","9663","2171.9187386294725","1539.5974443739115"
"2","50","true","false","true","1600","true","65","false","40","false","350","55","81","6.820224719101123","5.273921200750469","6.163227016885553","0","0","0","534","533","533","65","47","78","33","311","223","167","124","81","71","90","443","76","102","156","174","25","508","5.098285779997638","4.850078557638551","4.589874051216491","5.228411914766552","5.32951533388986","4.701045103296029","4.8125","5.3125","325","9413","2272.82375","1516.1977216520615","0","52097","3726.91875","4515.706213875059","165","9787","2101.221346270467","1456.4120850687675"
"1","50","true","false","true","1600","true","65","false","40","false","350","55","81","6.49438202247191","4.99249530956848","5.926829268292683","0","0","0","534","533","533","70","54","66","53","291","243","116","83","157","77","100","433","125","137","86","148","37","496","5.078946887265224","4.986306824386107","4.439697278624153","5.318741094684836","5.165887878841732","4.777991820155201","7.000000000000001","7.8125","267","8768","2267.27125","1455.447776568224","0","59682","3445.78375","4642.632225039101","213","10831","2242.8077622801698","1586.2741708741373"
"3","50","true","false","true","1600","true","65","false","40","false","350","55","78","6.546816479400749","5.063789868667917","5.690431519699812","0","0","0","534","533","533","81","41","57","56","299","235","153","112","119","62","87","446","78","121","139","157","38","495","5.1948452211866964","4.887319777333323","4.5212038058319095","5.337367170619816","5.099704912497656","4.761926814422247","5.75","6.625","160","10423","2285.011875","1533.0676871284286","0","44926","3496.4325","4411.692731641423","151","9674","2178.305639781686","1541.2798568273117"
"2","50","true","false","true","1600","true","65","false","40","false","350","55","82","6.872659176029963","5.26266416510319","6.204502814258912","0","0","0","534","533","533","63","49","76","32","314","220","169","121","84","70","89","444","74","103","158","173","25","508","5.111495662553818","4.818766588747202","4.593124357489851","5.27514260172021","5.297997751817966","4.70163461250166","4.9375","5.8125","326","9441","2279.609375","1520.7539893000749","0","52884","3771.545625","4583.238879827429","166","9796","2107.422073984233","1457.9454127640793"
"4","50","true","false","true","1600","true","65","false","40","false","350","55","81","6.880149812734082","5.082551594746716","6.181988742964353","0","0","0","534","533","533","72","59","53","37","313","221","162","101","107","71","92","441","74","122","152","163","22","511","5.017158890902624","5.008779144044995","4.539369362793279","5.375551230842892","5.174593305462566","4.692860787548334","5","5.6875","283","9422","2348.32375","1622.4848518923304","0","55635","3857.298125","4969.365214455774","192","12065","2178.3389933292906","1589.8205334507886"
"1","50","true","false","true","1600","true","65","false","40","false","350","55","82","6.53932584269663","4.977485928705441","5.8442776735459665","0","0","0","534","533","533","69","55","77","42","291","243","118","87","151","78","99","434","125","137","87","146","38","495","5.124103957819547","4.994989233949008","4.467428329813874","5.333148485691461","5.165265731896501","4.7955915905221955","6.375","7.249999999999999","268","8794","2274.0525","1459.829367034651","0","60575","3490.41375","4710.5112377943515","215","10845","2249.3978168587023","1588.0645936292772"
"3","50","true","false","true","1600","true","65","false","40","false","350","55","79","6.580524344569288","5.112570356472795","5.675422138836773","0","0","0","534","533","533","82","42","56","54","300","234","150","115","119","61","88","445","77","121","141","156","38","495","5.216190996626065","4.857670718272558","4.509012975882678","5.422232157870147","5.108357112577614","4.753946565084768","5.75","6.5625","160","10454","2291.85","1537.6690716336445","0","45616","3539.29","4477.039863806654","153","9685","2184.714978775015","1542.9805623535847"
"2","50","true","false","true","1600","true","65","false","40","false","350","55","83","6.850187265917603","5.1876172607879925","6.174484052532833","0","0","0","534","533","533","69","48","74","30","313","221","165","125","82","73","88","445","75","104","155","174","25","508","5.086906503682382","4.868641483166271","4.580629661660149","5.244555795010838","5.262558587540339","4.7112155071807855","4.625","5.375","327","9469","2286.4175","1525.3285909149765","0","53673","3812.1525","4653.146655126519","167","9805","2113.6385688295936","1459.4854527414677"
"4","50","true","false","true","1600","true","65","false","40","false","350","55","82","6.883895131086143","5.105065666041276","6.227016885553471","0","0","0","534","533","533","75","57","55","38","309","225","161","99","105","74","94","439","70","123","154","164","22","511","5.0250503463128045","5.023381629945101","4.508705153571047","5.377760619784329","5.132563691606051","4.702239885678647","4.6875","5.6875","284","9450","2355.34625","1627.3777566495462","0","56463","3904.19625","5042.587822631751","193","12079","2184.7525773195875","1591.6376406955358"
"1","50","true","false","true","1600","true","65","false","40","false","350","55","83","6.51685393258427","4.969981238273921","5.870544090056285","0","0","0","534","533","533","74","52","75","44","289","245","118","86","152","76","101","432","123","135","85","151","39","494","5.129350154257702","4.995327831819003","4.457468432884171","5.3390868461304715","5.145096864099856","4.776083091880985","6.6875","7.6875","269","8820","2280.854375","1464.229270475147","0","61470","3533.139375","4780.810897271688","217","10859","2256.003032140691","1589.8637884702125"
"2","50","true","false","true","1600","true","65","false","40","false","350","55","84","6.928838951310861","5.2363977485928705","6.166979362101313","0","0","0","534","533","533","64","48","70","35","317","217","165","124","84","71","89","444","79","101","158","173","22","511","5.027848165414953","4.874790367214354","4.586498289134187","5.277084986971025","5.279770204469415","4.730834999697488","5","5.3125","328","9497","2293.246875","1529.9146238926112","0","54464","3855.878125","4720.700837510236","168","9814","2119.8690115221348","1461.0345358239967"
"3","50","true","false","true","1600","true","65","false","40","false","350","55","80","6.535580524344569","5.105065666041276","5.634146341463414","0","0","0","534","533","533","79","42","57","57","299","235","153","110","121","60","89","444","79","121","140","154","39","494","5.189150778838532","4.882128636735341","4.525564543515638","5.388092504694082","5.108885261207814","4.753305991075594","5.625","6.625","160","10485","2298.705625","1542.2829740196282","0","46308","3581.59125","4542.951970310854","155","9696","2191.141297756216","1544.6917737911258"
"4","50","true","false","true","1600","true","65","false","40","false","350","55","83","6.808988764044944","5.078799249530957","6.25703564727955","0","0","0","534","533","533","76","58","54","38","308","226","162","100","105","71","95","438","70","122","158","163","20","513","5.027976876782528","5.00851252381113","4.524143684908759","5.403158965709723","5.138307898864862","4.691658548497324","4.5625","5.5","285","9478","2362.38375","1632.277853064372","0","57294","3948.075","5116.692861656373","194","12093","2191.1831412977563","1593.4645576654675"
"1","50","true","false","true","1600","true","65","false","40","false","350","55","84","6.359550561797753","4.8686679174484055","5.7879924953095685","0","0","0","534","533","533","69","53","74","51","287","247","116","86","152","79","100","433","126","135","86","145","41","492","5.094684838175824","4.98111883700252","4.484181969755175","5.287019597246889","5.148858524022742","4.78954176983127","7.062499999999999","7.75","270","8846","2287.67875","1468.6382168290775","0","62368","3575.178125","4850.495671094446","219","10873","2262.6264402668285","1591.6636625673723"
"2","50","true","false","true","1600","true","65","false","40","false","350","55","85","6.940074906367041","5.25515947467167","6.181988742964353","0","0","0","534","533","533","60","50","74","33","317","217","165","125","86","70","87","446","79","100","158","172","24","509","5.084510294018576","4.853907443407347","4.6138177025967915","5.238120741039675","5.239907168910214","4.739069468766328","5","5.625","329","9525","2300.094375","1534.5141108641296","0","55258","3901.95625","4787.829979675809","169","9824","2126.1146149181322","1462.5969554074363"
"4","50","true","false","true","1600","true","65","false","40","false","350","55","84","7.0299625468164795","5.041275797373358","6.223264540337711","0","0","0","534","533","533","79","57","46","39","313","221","159","101","107","73","93","440","69","124","158","163","19","514","4.988988940179623","5.015321991036971","4.543430073750627","5.3982220024429886","5.132166523006972","4.6829147420324775","4.5625","5.4375","286","9506","2369.441875","1637.195378402773","0","58127","3994.650625","5189.5338430590045","195","12107","2197.633110976349","1595.302990181072"
"2","50","true","false","true","1600","true","65","false","40","false","350","55","86","6.891385767790262","5.277673545966229","6.200750469043152","0","0","0","534","533","533","67","46","73","33","315","219","167","122","85","71","88","445","80","102","156","172","23","510","5.119494196153986","4.844829327988133","4.606242229020918","5.306912445911671","5.23140837320947","4.748988260883213","4.6875","5.5","330","9554","2306.963125","1539.125320103793","0","56054","3947.474375","4856.6263382065345","170","9834","2132.379017586416","1464.1700986357707"
"1","50","true","false","true","1600","true","65","false","40","false","350","55","85","6.408239700374532","4.958724202626642","5.795497185741088","0","0","0","534","533","533","74","53","67","54","286","248","114","85","155","76","103","430","127","136","88","143","39","494","5.07160996632817","5.006138217518035","4.460081977522732","5.381692918950903","5.142730049919172","4.764231258725275","7.062499999999999","8","271","8873","2294.525625","1473.0654747927883","0","63268","3618.01625","4920.178079596843","221","10887","2269.26925409339","1593.4730586436947"
"4","50","true","false","true","1600","true","65","false","40","false","350","55","85","6.940074906367041","5.082551594746716","6.204502814258912","0","0","0","534","533","533","72","57","52","39","314","220","161","101","105","73","93","440","71","121","158","164","19","514","5.0170193919532355","5.008423711878061","4.5470966163729605","5.383357569698748","5.152592615722722","4.665619263154723","4.625","5.8125","287","9535","2376.520625","1642.1346571520096","0","58963","4038.365","5264.795557824734","196","12121","2204.100060642814","1597.1441268551225"
"2","50","true","false","true","1600","true","65","false","40","false","350","55","87","6.861423220973783","5.273921200750469","6.264540337711069","0","0","0","534","533","533","67","51","73","30","313","221","165","121","85","71","91","442","78","105","156","174","20","513","5.105765156941313","4.861824159939044","4.589266664837459","5.256024849841806","5.291599223826163","4.719262775796536","4.875","5.6875","331","9583","2313.8575","1543.7614325225547","0","56852","3990.8825","4926.524945000772","171","9844","2138.669496664645","1465.7527198424482"
"1","50","true","false","true","1600","true","65","false","40","false","350","55","86","6.441947565543071","4.902439024390244","5.806754221388368","0","0","0","534","533","533","75","55","71","46","287","247","118","84","149","79","103","430","124","138","91","142","38","495","5.078125944507104","4.995055907356132","4.498169920589787","5.311899574447823","5.177728729808619","4.74222409730802","6.625","7.625","272","8900","2301.3975","1477.5022961541247","0","64170","3661.53875","4989.295013346557","223","10901","2275.933899332929","1595.2911324287234"
"4","50","true","false","true","1600","true","65","false","40","false","350","55","86","6.883895131086143","5.078799249530957","6.223264540337711","0","0","0","534","533","533","74","54","56","39","311","223","164","101","101","72","95","438","71","122","157","164","19","514","4.9760220837510785","5.01276307361685","4.556157745117264","5.385814465373907","5.1666665185152425","4.67306299040858","4.75","5.75","288","9564","2383.61625","1647.0845769839134","0","59801","4084.39875","5338.663945825065","197","12135","2210.5852031534264","1598.9919856943936"
"2","50","true","false","true","1600","true","65","false","40","false","350","55","88","6.947565543071161","5.258911819887429","6.272045028142589","0","0","0","534","533","533","66","45","75","32","316","218","168","121","85","69","90","443","80","104","153","175","21","512","5.034244348971507","4.890377016140922","4.593945824872028","5.2892540358411155","5.275765988506659","4.707017997880931","4.75","5.6875","332","9612","2320.775","1548.4163959379657","0","57652","4035.660625","4995.702959718305","172","9854","2144.978775015161","1467.3448488667648"
"3","50","true","false","true","1600","true","65","false","40","false","350","55","81","6.659176029962547","5.071294559099437","5.649155722326454","0","0","0","534","533","533","81","38","59","53","303","231","149","115","119","63","87","446","75","122","141","157","38","495","5.216606803498122","4.8589612225015415","4.533063201664092","5.3762354880100265","5.144016040773159","4.748189066330251","5.875","6.375","160","10516","2305.58125","1546.9155409087841","0","47002","3620.735","4608.680575439027","157","9707","2197.586416009703","1546.410355965926"
"1","50","true","false","true","1600","true","65","false","40","false","350","55","87","6.46067415730337","4.902439024390244","5.878048780487805","0","0","0","534","533","533","68","56","75","48","287","247","117","85","150","78","103","430","128","137","86","144","38","495","5.110713116039898","5.007828268175424","4.485799433199152","5.375951597487456","5.147994441724134","4.757075975506634","6.375","7.5625","273","8927","2308.285625","1481.9436598350132","0","65075","3706.56375","5057.66564961796","225","10915","2282.6221952698606","1597.1308204977363"
"2","50","true","false","true","1600","true","65","false","40","false","350","55","89","6.9588014981273405","5.2439024390243905","6.279549718574109","0","0","0","534","533","533","64","52","67","34","317","217","166","120","90","67","90","443","78","104","156","174","21","512","5.072598142155907","4.89518130886104","4.5927042752999805","5.2818340916794675","5.254815088105865","4.73006095347011","5.125","5.875","333","9641","2327.7175","1553.0844792923015","0","58455","4081.5","5064.937444783966","173","9864","2151.305639781686","1468.9435437357618"
"4","50","true","false","true","1600","true","65","false","40","false","350","55","87","6.925093632958801","5.138836772983114","6.24577861163227","0","0","0","534","533","533","68","55","57","39","315","219","165","104","100","69","95","438","69","123","157","165","19","514","5.031192456108277","4.987285821229253","4.551079083352584","5.341460335270819","5.1687203724153274","4.660578690246533","4.9375","5.9375","289","9593","2390.733125","1652.0510418282306","0","60642","4128.875625","5414.626628850975","198","12149","2217.0879320800486","1600.8470657191176"
"3","50","true","false","true","1600","true","65","false","40","false","350","55","82","6.602996254681648","5.078799249530957","5.649155722326454","0","0","0","534","533","533","86","43","52","54","299","235","147","110","126","63","87","446","76","123","140","156","38","495","5.17041942929158","4.864048221397593","4.515764589601142","5.410184503628976","5.1022415472360745","4.7246749824083025","6","6.937500000000001","160","10548","2312.47375","1551.5671943344967","0","47699","3664.431875","4673.01991514198","159","9718","2204.048514251061","1548.138725117373"
"1","50","true","false","true","1600","true","65","false","40","false","350","55","88","6.47191011235955","4.906191369606003","5.833020637898687","0","0","0","534","533","533","63","57","71","54","289","245","121","83","152","77","100","433","128","137","86","142","40","493","5.056088132876279","4.9811975151164924","4.501478408877241","5.327502003509799","5.1859242641564895","4.765707603195308","6.75","7.375","274","8954","2315.194375","1486.4022958839632","0","65982","3746.34125","5128.422510816979","227","10929","2289.331716191631","1598.975972277842"
"2","50","true","false","true","1600","true","65","false","40","false","350","55","90","6.940074906367041","5.285178236397749","6.294559099437148","0","0","0","534","533","533","63","48","75","34","314","220","166","121","88","68","90","443","81","101","154","175","22","511","5.0572222886214675","4.889411960687227","4.587770530698744","5.279318138833506","5.281525533501472","4.720357606697976","5.0625","5.75","334","9670","2334.6825","1557.7697891187856","0","59260","4124.77125","5135.01254161565","174","9874","2157.65736810188","1470.5498801082936"
"4","50","true","false","true","1600","true","65","false","40","false","350","55","88","6.842696629213483","5.041275797373358","6.163227016885553","0","0","0","534","533","533","72","58","49","45","310","224","158","106","106","69","94","439","72","121","157","163","20","513","4.969372106385963","4.994852536628132","4.550388726293943","5.394414374697552","5.167491750261321","4.662803441398101","4.5625","5.8125","290","9622","2397.865","1657.0309574722094","0","61485","4176.736875","5491.327177832228","199","12163","2223.608853850819","1602.7118675945326"
"3","50","true","false","true","1600","true","65","false","40","false","350","55","83","6.651685393258427","5.123827392120075","5.694183864915572","0","0","0","534","533","533","79","42","60","52","301","233","147","113","121","62","90","443","78","121","138","159","37","496","5.217621456255722","4.847512706655352","4.510566769853475","5.404113011120323","5.075406681346396","4.721092231178431","5.875","6.625","160","10580","2319.390625","1556.2442395460648","0","48398","3706.958125","4736.3911261036765","161","9729","2210.529411764706","1549.8737356228407"
"1","50","true","false","true","1600","true","65","false","40","false","350","55","89","6.46067415730337","4.932457786116323","5.878048780487805","0","0","0","534","533","533","70","58","74","43","289","245","120","83","151","77","102","431","125","136","85","149","38","495","5.138716874289146","5.0170962603105","4.4348291927156716","5.301796518060804","5.1598527237528575","4.797142703747305","6.3125","7.062499999999999","275","8981","2322.123125","1490.8725070358564","0","66892","3790.364375","5197.264003642496","229","10943","2296.061249241965","1600.8302500800946"
"2","50","true","false","true","1600","true","65","false","40","false","350","55","91","6.857677902621723","5.2926829268292686","6.223264540337711","0","0","0","534","533","533","66","49","71","35","313","221","165","121","89","68","90","443","77","104","152","176","24","509","5.0611267474221915","4.871313081428737","4.582208500636432","5.256329017632688","5.245777116303151","4.738322880137496","5.0625","5.6875","335","9699","2341.66875","1562.4685793838871","0","60067","4169.458125","5204.534824670674","175","9884","2164.034566403881","1472.1624032020134"
"4","50","true","false","true","1600","true","65","false","40","false","350","55","89","6.977528089887641","5.086303939962477","6.193245778611632","0","0","0","534","533","533","73","55","53","38","315","219","162","105","105","69","92","441","73","120","157","163","20","513","5.002146560054753","5.010245537840389","4.560622751076704","5.435522534319767","5.167133262500659","4.670968857210368","4.875","5.875","291","9651","2405.02","1662.0230989184065","0","62331","4221.525","5567.993838133127","200","12177","2230.1467556094603","1604.588313063697"
"3","50","true","false","true","1600","true","65","false","40","false","350","55","84","6.617977528089888","5.097560975609756","5.622889305816135","0","0","0","534","533","533","85","38","55","57","299","235","147","110","122","64","90","443","79","124","137","155","38","495","5.178228680948145","4.857796022978315","4.506371730730288","5.402649182021851","5.115531114130262","4.739844895193417","5.8125","6.4375","160","10612","2326.329375","1560.9344079840055","0","49099","3744.50875","4803.976103466292","163","9740","2217.029108550637","1551.621229060936"
"1","50","true","false","true","1600","true","65","false","40","false","350","55","90","6.531835205992509","4.936210131332083","5.889305816135084","0","0","0","534","533","533","69","54","73","49","289","245","119","86","151","76","101","432","124","138","86","147","38","495","5.107583127214031","5.014259674447376","4.446047079039977","5.302145667060248","5.17208275927627","4.77605494671595","6.937500000000001","7.625","276","9008","2329.070625","1495.3599061489115","0","67804","3832.146875","5267.3169863032845","231","10957","2302.8114008489993","1602.6915093800399"
"2","50","true","false","true","1600","true","65","false","40","false","350","55","92","6.955056179775281","5.337711069418386","6.264540337711069","0","0","0","534","533","533","65","49","74","32","314","220","166","121","88","68","90","443","76","104","152","177","24","509","5.0950306323887595","4.877108421781668","4.5997550281409705","5.259239679238624","5.2549582237846115","4.754786305957177","5.0625","5.875","336","9728","2348.675","1567.1705635825292","0","60877","4215.476875","5274.885667715455","176","9894","2170.427531837477","1473.786733937407"
"3","50","true","false","true","1600","true","65","false","40","false","350","55","85","6.602996254681648","5.123827392120075","5.637898686679175","0","0","0","534","533","533","84","40","53","57","300","234","142","114","124","62","91","442","79","123","139","155","37","496","5.171178993999537","4.856969062849339","4.521521204929254","5.3995382020285305","5.110246348982018","4.7220696717586055","5.5","5.9375","160","10644","2333.291875","1565.6393652667205","0","49803","3786.415","4871.204061462133","165","9751","2223.545785324439","1553.379621749856"
"4","50","true","false","true","1600","true","65","false","40","false","350","55","90","6.966292134831461","5.056285178236398","6.144465290806754","0","0","0","534","533","533","68","58","55","37","316","218","160","108","101","74","90","443","72","118","157","164","22","511","4.98711652940227","4.97046949694303","4.579435252841621","5.350955512443646","5.1306542863914455","4.6969149945085515","4.6875","6","292","9680","2412.1925","1667.0243547466027","0","63179","4268.223125","5644.372440514952","201","12191","2236.701030927835","1606.4772546367394"
"1","50","true","false","true","1600","true","65","false","40","false","350","55","91","6.4344569288389515","4.9399624765478425","5.926829268292683","0","0","0","534","533","533","70","54","75","48","287","247","117","88","149","75","104","429","125","137","85","149","37","496","5.098820610787737","4.985802589833013","4.445501305100061","5.3432582983047725","5.159110711401398","4.776651260305616","6.6875","7.5625","277","9035","2336.04","1499.8672339492805","0","68718","3873.294375","5337.845515227436","233","10971","2309.5882352941176","1604.5714516132884"
"2","50","true","false","true","1600","true","65","false","40","false","350","55","93","6.887640449438202","5.273921200750469","6.24202626641651","0","0","0","534","533","533","67","51","75","29","312","222","164","120","87","73","89","444","78","105","149","177","24","509","5.0915369686741645","4.82368897802047","4.595643417298364","5.266557190208181","5.223292809668737","4.7550268964043045","5.125","5.8125","337","9757","2355.70125","1571.8863170151492","0","61689","4259.5875","5345.261444240676","177","9904","2176.8392965433595","1475.4258798563847"
"3","50","true","false","true","1600","true","65","false","40","false","350","55","86","6.591760299625468","5.090056285178236","5.656660412757974","0","0","0","534","533","533","90","41","55","50","298","236","143","113","124","62","91","442","77","124","138","157","37","496","5.228339182369551","4.837899776946841","4.506546535396264","5.39580471680853","5.076564359655183","4.747452466724209","6.0625","6.937500000000001","160","10676","2340.27375","1570.354470983788","0","50509","3830.50875","4938.063631646752","167","9762","2230.0812613705275","1555.149224318181"
"4","50","true","false","true","1600","true","65","false","40","false","350","55","91","7.074906367041199","5.078799249530957","6.23452157598499","0","0","0","534","533","533","73","57","47","39","318","216","159","110","103","71","90","443","72","117","160","165","19","514","4.9578445452485775","4.989633942573933","4.555864828407951","5.4349265016474115","5.143786772394691","4.637845844340185","4.875","5.9375","293","9709","2419.389375","1672.037623349365","0","64030","4315.65125","5720.6278573946975","202","12205","2243.26925409339","1608.3685385682911"
"1","50","true","false","true","1600","true","65","false","40","false","350","55","92","6.438202247191011","4.864915572232645","5.915572232645403","0","0","0","534","533","533","72","55","75","44","288","246","119","88","147","75","104","429","124","135","88","150","36","497","5.151713877380964","4.951532996798032","4.4577763447500836","5.300307556192168","5.179933179635992","4.769263923802615","6.6875","7.9375","278","9062","2343.02625","1504.3815075924656","0","69635","3916.34375","5407.819018761004","235","10985","2316.385688295937","1606.4656705540992"
"2","50","true","false","true","1600","true","65","false","40","false","350","55","94","6.865168539325842","5.288930581613508","6.181988742964353","0","0","0","534","533","533","69","47","75","30","313","221","162","120","90","72","89","444","79","104","152","173","25","508","5.105378640857919","4.8460732459142495","4.6008508999012365","5.255403821772036","5.277926650174043","4.763123506110133","5.375","6.125","338","9786","2362.755","1576.6190705219399","0","62503","4302.834375","5417.8662206337185","178","9914","2183.2704669496666","1477.072019103596"
"3","50","true","false","true","1600","true","65","false","40","false","350","55","87","6.659176029962547","5.093808630393997","5.716697936210132","0","0","0","534","533","533","84","39","57","53","301","233","143","115","120","64","91","442","78","124","138","159","34","499","5.238392114533222","4.856445018222801","4.490068027091304","5.400966774186104","5.077973484377304","4.7291592763656665","6.0625","6.6875","160","10708","2347.273125","1575.080210122784","0","51217","3874.09625","5006.204658112802","169","9773","2236.640994542147","1556.9253107395161"
"4","50","true","false","true","1600","true","65","false","40","false","350","55","92","6.966292134831461","5.082551594746716","6.151969981238274","0","0","0","534","533","533","75","54","50","40","315","219","156","108","107","71","91","442","74","118","157","163","21","512","5.007054448329561","4.993454025360822","4.539597725811451","5.464084384424578","5.1138733250439135","4.654232538358578","4.625","5.5625","294","9738","2426.610625","1677.0706451966244","0","64884","4362.20625","5797.612486752833","203","12219","2249.859915100061","1610.2673496291814"
"1","50","true","false","true","1600","true","65","false","40","false","350","55","93","6.419475655430712","4.898686679174484","5.960600375234522","0","0","0","534","533","533","70","53","82","44","285","249","119","85","151","75","103","430","126","136","82","152","37","496","5.1725665260930205","4.968583875372056","4.4394673733313414","5.368771713310682","5.20047669257201","4.747967987267599","6.75","7.9375","279","9089","2350.040625","1508.9128558265625","0","70554","3954.06875","5480.203585964045","237","10999","2323.205579138872","1608.3683836702994"
"2","50","true","false","true","1600","true","65","false","40","false","350","55","95","6.932584269662922","5.2439024390243905","6.181988742964353","0","0","0","534","533","533","63","49","73","35","314","220","163","122","87","72","89","444","81","101","154","173","24","509","5.040906775900919","4.840144238098081","4.628071121281976","5.2483523567582875","5.284698534208199","4.71384873902727","5.625","6.0625","339","9815","2369.825625","1581.3666282606546","0","63320","4348.44375","5489.226620608198","179","9924","2189.7228623408128","1478.7261849529775"
"3","50","true","false","true","1600","true","65","false","40","false","350","55","88","6.599250936329588","5.127579737335835","5.701688555347092","0","0","0","534","533","533","83","42","55","55","299","235","146","111","123","60","93","440","79","123","140","157","34","499","5.162006295704949","4.865257346741235","4.509597571268637","5.392257486804366","5.099757157501532","4.726886694751582","6.375","7.187499999999999","160","10740","2354.294375","1579.8183792886039","0","51928","3918.39375","5073.4565054833765","171","9784","2243.214675560946","1558.7129356554537"
"4","50","true","false","true","1600","true","65","false","40","false","350","55","93","6.98876404494382","5.127579737335835","6.166979362101313","0","0","0","534","533","533","76","56","50","38","314","220","161","107","105","71","89","444","72","121","157","163","20","513","4.990502853266823","5.007734564346119","4.5401790734565335","5.4686931185587735","5.114832582628917","4.626366135324964","4.75","5.5","295","9767","2433.8525","1682.1157500649695","0","65740","4409.79625","5874.658666149318","204","12233","2256.473013947847","1612.1751650402402"
"2","50","true","false","true","1600","true","65","false","40","false","350","55","96","6.910112359550562","5.318949343339587","6.189493433395873","0","0","0","534","533","533","65","50","76","31","312","222","165","123","86","69","90","443","79","104","152","174","24","509","5.136973767620592","4.852884176653023","4.60309569667119","5.264339826610712","5.277808884644693","4.7230927090630965","5.375","5.8125","340","9844","2376.910625","1586.123245362899","0","64139","4394.7725","5560.902505544074","180","9934","2196.1910248635536","1480.3949352577754"
"1","50","true","false","true","1600","true","65","false","40","false","350","55","94","6.4456928838951315","4.891181988742964","5.975609756097561","0","0","0","534","533","533","72","54","77","45","286","248","116","87","153","73","104","429","124","136","79","156","38","495","5.100708829510475","5.0003305759835746","4.41492439909264","5.329521624442505","5.175514626028254","4.790709449232525","6.75","7.375","280","9116","2357.07125","1513.4550501390634","0","71475","3993.859375","5550.868359708809","239","11013","2330.047301394785","1610.2916273732546"
"3","50","true","false","true","1600","true","65","false","40","false","350","55","89","6.752808988764045","5.1801125703564725","5.694183864915572","0","0","0","534","533","533","78","38","57","58","303","231","147","112","123","59","92","441","81","123","140","157","32","501","5.181576940817792","4.889228484298125","4.5027526525118615","5.405930074319196","5.0864119213830135","4.709505602108704","6.125","6.937500000000001","160","10772","2361.334375","1584.579638014963","0","52641","3963.55625","5142.607685354226","173","9795","2249.810187992723","1560.5128609894948"
"4","50","true","false","true","1600","true","65","false","40","false","350","55","94","7.063670411985019","5.093808630393997","6.163227016885553","0","0","0","534","533","533","72","55","54","36","317","217","159","106","108","70","90","443","73","119","156","165","20","513","4.989889087918096","5.003822184992562","4.541402692642462","5.465828598529773","5.099030532875198","4.636122786884957","4.75","5.5","296","9796","2441.123125","1687.1808209011685","0","66599","4456.78125","5952.367783163244","205","12247","2263.10491206792","1614.0926414328142"
"2","50","true","false","true","1600","true","65","false","40","false","350","55","97","6.786516853932584","5.2926829268292686","6.196998123827392","0","0","0","534","533","533","64","52","75","32","311","223","165","121","86","70","91","442","77","104","153","176","23","510","5.065734748541247","4.890210896388593","4.563419073392964","5.2426320682761105","5.262624835992404","4.710547735769592","5.1875","5.8125","341","9874","2384.0225","1590.8995518601475","0","64960","4442.643125","5632.257302779959","181","9944","2202.680412371134","1482.0757539339409"
